QGC WPL 110
0	0	3	5001	13	1	0	0	40.842164	-77.697906	0	1
1	0	3	5001	13	1	0	0	40.841558	-77.699201	0	1
2	0	3	5001	13	1	0	0	40.840902	-77.700206	0	1
3	0	3	5001	13	1	0	0	40.840093	-77.701297	0	1
4	0	3	5001	13	1	0	0	40.838296	-77.699890	0	1
5	0	3	5001	13	1	0	0	40.837725	-77.699037	0	1
6	0	3	5001	13	1	0	0	40.837621	-77.697833	0	1
7	0	3	5001	13	1	0	0	40.838908	-77.695731	0	1
8	0	3	5001	13	1	0	0	40.840061	-77.694605	0	1
9	0	3	5001	13	1	0	0	40.841143	-77.694944	0	1
10	0	3	5001	13	1	0	0	40.842078	-77.695878	0	1
11	0	3	5001	13	1	0	0	40.842434	-77.696947	0	1
12	0	3	5001	13	1	0	0	40.842164	-77.697906	0	1
