QGC WPL 110
0	0	3	5001	10	1	0	0	38.31322076	-76.54138568	12	1
1	0	3	5001	10	1	0	0	38.31527805	-76.54090715	12	1
2	0	3	5001	10	1	0	0	38.31577435	-76.54413106	12	1
3	0	3	5001	10	1	0	0	38.31804762	-76.54586605	12	1
4	0	3	5001	10	1	0	0	38.31793752	-76.55230784	12	1
5	0	3	5001	10	1	0	0	38.31694052	-76.55253394	12	1
6	0	3	5001	10	1	0	0	38.31669725	-76.55300078	12	1
7	0	3	5001	10	1	0	0	38.31723438	-76.55627000	12	1
8	0	3	5001	10	1	0	0	38.31593006	-76.55660011	12	1
9	0	3	5001	10	1	0	0	38.31322076	-76.54138568	12	1
